name,position,team,total_points,was_home,GW,strength,enemy_strength_ovr,enemy_attack_ovr,enemy_defence_ovr,bps_last5_mean,clean_sheets_last5_mean,clearances_blocks_interceptions_last5_mean,creativity_last5_mean,defensive_contribution_last5_mean,expected_goal_involvements_last5_mean,expected_goals_conceded_last5_mean,goals_conceded_last5_mean,goals_scored_last5_mean,ict_index_last5_mean,influence_last5_mean,recoveries_last5_mean,tackles_last5_mean,threat_last5_mean,yellow_cards_last5_mean,minutes_last5_mean
Amadou Onana,1,Aston Villa,9,1,11,3,1150,1100,1200,15.0,0.4,5.2,6.58,11.0,0.07,1.09,0.8,0.0,2.98,20.16,3.4,2.4,3.2,0.4,82.8
Amadou Onana,1,Aston Villa,11,0,14,3,1160,1110,1210,17.8,0.4,5.0,6.42,10.0,0.07,1.11,0.8,0.2,3.66,25.28,2.4,2.6,5.0,0.4,78.8
Amadou Onana,1,Aston Villa,2,1,15,5,1300,1340,1260,24.0,0.4,5.4,6.0,11.6,0.06,1.33,1.2,0.4,4.7,32.16,3.2,3.0,9.0,0.2,84.2
Amadou Onana,1,Aston Villa,2,0,16,3,1075,1050,1100,22.8,0.4,4.6,5.12,10.6,0.06,1.59,1.2,0.4,4.28,28.72,3.2,2.8,9.0,0.2,82.8
Amadou Onana,1,Aston Villa,4,1,17,3,1135,1100,1170,21.4,0.2,3.4,5.78,9.2,0.06,1.55,1.6,0.4,3.88,23.64,3.2,2.6,9.4,0.2,77.4
Amadou Onana,1,Aston Villa,1,0,19,5,1375,1400,1350,23.4,0.2,4.2,4.9,10.4,0.06,1.56,1.4,0.4,3.98,25.0,3.4,2.8,9.8,0.0,76.0
Amadou Onana,1,Aston Villa,5,0,23,3,1220,1180,1260,17.8,0.0,3.8,4.92,9.0,0.05,1.35,1.4,0.2,3.06,17.16,3.0,2.2,8.4,0.0,71.0
Amine Adli,1,Bournemouth,6,0,22,3,1160,1110,1210,14.0,0.0,2.0,13.3,7.0,0.17,1.13,1.67,0.33,5.13,21.33,2.33,2.67,16.67,0.0,62.67
Amine Adli,1,Bournemouth,10,1,23,4,1230,1170,1290,14.25,0.25,1.75,10.92,6.25,0.13,0.98,1.25,0.25,4.15,17.05,2.0,2.5,13.5,0.0,66.5
Amine Adli,1,Bournemouth,5,0,24,3,1085,1050,1120,17.4,0.2,2.4,9.8,8.2,0.2,0.97,1.4,0.4,5.34,23.36,3.2,2.6,20.2,0.0,71.2
Andrew Robertson,0,Liverpool,6,1,19,3,1095,1080,1110,13.67,0.33,2.67,11.77,4.0,0.07,0.65,1.0,0.0,2.4,9.53,3.33,1.33,2.33,0.0,76.67
Andrey Nascimento dos Santos,1,Chelsea,2,0,14,3,1145,1100,1190,8.0,0.33,3.67,8.8,8.67,0.11,0.37,0.0,0.0,2.33,10.87,2.0,3.0,3.67,0.0,62.67
Andrey Nascimento dos Santos,1,Chelsea,1,0,21,3,1130,1140,1120,9.25,0.25,3.75,7.98,8.75,0.09,0.94,0.75,0.0,2.22,11.55,2.5,2.5,2.75,0.0,66.0
Andrey Nascimento dos Santos,1,Chelsea,3,0,23,3,1205,1150,1260,7.4,0.2,3.4,7.16,8.0,0.25,0.84,0.6,0.0,2.08,10.04,2.6,2.0,3.6,0.0,58.2
André Trindade da Costa Neto,1,Wolves,5,0,6,3,1175,1150,1200,11.0,0.0,2.0,1.93,10.33,0.01,1.77,2.33,0.0,0.77,6.0,6.33,2.0,0.0,0.33,66.33
André Trindade da Costa Neto,1,Wolves,3,1,7,3,1150,1090,1210,12.75,0.0,2.75,1.78,11.5,0.01,1.55,2.0,0.0,1.05,8.45,6.5,2.25,0.5,0.25,72.25
André Trindade da Costa Neto,1,Wolves,4,0,8,3,1145,1120,1170,12.0,0.0,2.6,2.04,12.0,0.01,1.47,1.8,0.0,1.1,8.68,7.0,2.4,0.4,0.4,75.8
André Trindade da Costa Neto,1,Wolves,2,1,9,3,1055,1010,1100,12.0,0.0,3.0,2.94,11.8,0.02,1.15,1.6,0.0,1.26,9.16,7.0,1.8,0.6,0.4,79.6
André Trindade da Costa Neto,1,Wolves,1,0,11,3,1190,1160,1220,12.4,0.0,3.4,5.62,11.6,0.03,1.01,1.4,0.0,1.7,10.92,6.6,1.6,0.6,0.4,80.4
André Trindade da Costa Neto,1,Wolves,4,1,12,3,1165,1150,1180,11.6,0.0,3.8,5.6,11.8,0.03,1.41,1.8,0.0,1.9,12.48,6.2,1.8,1.0,0.4,85.4
André Trindade da Costa Neto,1,Wolves,3,0,13,3,1185,1170,1200,12.0,0.0,3.4,6.2,12.2,0.03,1.49,2.0,0.0,1.96,12.92,6.6,2.2,0.6,0.4,85.4
André Trindade da Costa Neto,1,Wolves,2,1,14,3,1100,1100,1100,14.4,0.0,4.0,13.5,13.0,0.04,1.46,2.0,0.0,2.96,15.64,6.4,2.6,0.6,0.4,85.4
André Trindade da Costa Neto,1,Wolves,2,1,15,3,1135,1100,1170,14.0,0.0,3.2,15.52,11.8,0.04,1.47,1.8,0.0,3.06,14.76,5.8,2.8,0.4,0.4,85.4
André Trindade da Costa Neto,1,Wolves,4,0,16,5,1375,1400,1350,13.4,0.0,3.0,18.42,12.4,0.05,2.08,2.2,0.0,3.44,14.44,6.4,3.0,1.6,0.4,90.0
André Trindade da Costa Neto,1,Wolves,2,1,17,3,1135,1100,1170,15.8,0.0,4.0,18.9,13.4,0.05,1.65,2.0,0.0,3.52,15.16,6.8,2.6,1.2,0.2,90.0
André Trindade da Costa Neto,1,Wolves,3,0,18,4,1265,1210,1320,14.8,0.0,4.2,18.54,12.2,0.07,1.65,2.0,0.0,3.44,14.16,6.0,2.0,1.6,0.2,90.0
André Trindade da Costa Neto,1,Wolves,2,1,22,3,1160,1170,1150,14.6,0.0,3.4,16.0,11.2,0.08,1.76,2.2,0.0,3.08,13.12,5.8,2.0,1.6,0.2,90.0
André Trindade da Costa Neto,1,Wolves,1,0,23,4,1305,1230,1380,13.6,0.2,3.6,13.08,11.4,0.08,1.8,2.0,0.0,2.64,11.6,6.0,1.8,1.6,0.4,90.0
André Trindade da Costa Neto,1,Wolves,3,1,24,3,1150,1100,1200,15.8,0.2,3.6,7.22,11.4,0.06,1.15,1.6,0.0,2.0,12.2,5.4,2.4,0.4,0.6,90.0
Anthony Elanga,1,Newcastle,1,0,8,3,1160,1110,1210,7.33,0.67,0.33,24.43,2.0,0.24,0.35,1.0,0.0,4.87,7.6,1.67,0.0,17.0,0.0,78.67
Anthony Elanga,1,Newcastle,5,0,13,3,1130,1130,1130,6.75,0.5,0.25,18.82,2.0,0.18,0.44,1.0,0.0,3.75,6.1,1.5,0.25,12.75,0.0,70.25
Anthony Elanga,1,Newcastle,2,1,15,3,1055,1010,1100,9.8,0.4,0.2,17.86,2.4,0.17,0.52,1.0,0.0,3.98,10.04,1.4,0.8,12.0,0.0,70.2
Anthony Elanga,1,Newcastle,1,0,16,3,1145,1120,1170,9.2,0.2,0.2,13.0,2.0,0.09,0.81,1.2,0.0,3.2,9.48,0.8,1.0,9.6,0.0,72.8
Anthony Elanga,1,Newcastle,2,0,24,4,1265,1210,1320,8.0,0.2,0.0,10.26,2.4,0.08,0.71,0.8,0.0,2.66,8.32,1.4,1.0,8.0,0.0,66.4
Anthony Gordon,1,Newcastle,3,1,7,3,1100,1100,1100,4.33,0.67,0.0,11.87,4.0,0.38,0.61,1.0,0.0,4.87,6.13,3.0,1.0,31.67,0.0,67.67
Anthony Gordon,1,Newcastle,2,0,8,3,1160,1110,1210,5.5,0.75,0.0,9.35,3.5,0.32,0.5,0.75,0.0,3.98,5.55,2.5,1.0,25.5,0.0,68.0
Anthony Gordon,1,Newcastle,2,1,9,3,1090,1080,1100,5.4,0.6,0.0,13.16,3.4,0.3,0.56,0.8,0.0,4.08,6.44,2.4,1.0,21.8,0.0,68.2
Anthony Gordon,1,Newcastle,1,0,10,3,1075,1050,1100,7.0,0.4,0.0,16.3,3.4,0.27,0.82,1.0,0.0,3.74,6.04,2.4,1.0,15.6,0.0,65.2
Anthony Gordon,1,Newcastle,10,1,15,3,1055,1010,1100,9.0,0.4,0.2,14.32,3.2,0.19,0.86,0.8,0.0,3.02,7.08,2.0,1.0,8.8,0.0,64.8
Anthony Gordon,1,Newcastle,1,0,16,3,1145,1120,1170,12.4,0.4,0.8,17.82,3.2,0.45,0.66,0.8,0.2,4.28,12.68,2.0,0.4,12.2,0.0,66.2
Anthony Gordon,1,Newcastle,10,1,17,3,1180,1140,1220,11.8,0.2,1.2,17.8,4.0,0.42,0.67,1.0,0.2,4.16,12.88,2.6,0.2,10.8,0.0,64.0
Anthony Gordon,1,Newcastle,2,0,18,3,1205,1150,1260,18.4,0.2,1.4,18.58,4.6,0.63,0.72,1.2,0.2,5.66,17.68,2.8,0.4,20.2,0.0,64.4
Anthony Gordon,1,Newcastle,5,0,19,3,1095,1090,1100,18.0,0.2,1.6,21.74,4.6,0.65,0.67,1.2,0.2,6.26,19.6,2.4,0.6,21.0,0.0,67.4
Anthony Gordon,1,Newcastle,2,1,20,3,1165,1150,1180,20.0,0.2,1.6,22.08,5.4,0.65,0.81,1.0,0.2,6.22,19.64,2.6,1.2,20.4,0.0,74.2
Anthony Gordon,1,Newcastle,1,1,21,3,1095,1080,1110,14.0,0.2,1.2,18.86,5.0,0.4,0.82,1.0,0.0,4.76,12.32,2.4,1.4,16.4,0.2,72.0
Anthony Gordon,1,Newcastle,3,0,22,3,1085,1050,1120,13.6,0.2,0.8,22.58,4.2,0.5,1.13,1.4,0.0,5.48,11.96,2.0,1.4,20.4,0.4,76.4
Anthony Gordon,1,Newcastle,2,1,23,3,1145,1150,1140,8.6,0.4,0.8,22.46,3.8,0.27,0.97,1.0,0.0,3.86,6.68,2.0,1.0,9.6,0.4,75.4
Anthony Gordon,1,Newcastle,6,0,24,4,1265,1210,1320,8.4,0.4,0.6,20.32,3.0,0.35,0.85,1.0,0.0,3.38,5.6,1.6,0.8,8.2,0.4,69.8
Antoine Semenyo,1,Bournemouth,13,1,4,3,1150,1090,1210,19.0,0.67,0.33,20.23,6.67,0.65,0.95,1.33,0.67,8.87,32.73,5.33,1.0,35.67,0.33,90.0
Antoine Semenyo,1,Bournemouth,5,1,5,3,1160,1170,1150,24.0,0.5,1.0,21.35,7.0,0.72,0.87,1.25,0.75,9.57,40.35,4.5,1.5,34.0,0.25,90.0
Antoine Semenyo,1,Bournemouth,7,0,6,3,1145,1100,1190,21.0,0.6,1.0,19.86,8.4,0.61,0.72,1.0,0.6,8.2,34.04,5.6,1.8,28.0,0.2,90.0
Antoine Semenyo,1,Bournemouth,18,1,7,3,1090,1080,1100,17.0,0.6,1.0,22.92,8.8,0.47,0.65,0.6,0.4,7.56,29.24,5.8,2.0,23.4,0.2,90.0
Antoine Semenyo,1,Bournemouth,4,0,8,3,1205,1150,1260,27.4,0.4,1.2,19.02,9.6,0.47,0.73,0.8,0.8,8.98,43.68,6.2,2.2,27.0,0.2,90.0
Antoine Semenyo,1,Bournemouth,3,1,9,3,1100,1100,1100,28.0,0.2,1.4,14.94,8.6,0.45,1.58,1.4,0.8,8.42,42.68,5.2,2.0,26.4,0.2,90.0
Antoine Semenyo,1,Bournemouth,2,0,10,4,1305,1230,1380,23.0,0.4,0.8,12.62,8.6,0.27,1.53,1.2,0.6,6.86,31.72,6.2,1.6,24.0,0.2,90.0
Antoine Semenyo,1,Bournemouth,0,0,11,3,1185,1170,1200,22.4,0.2,0.6,11.98,7.2,0.25,1.95,1.8,0.6,7.24,32.2,5.2,1.4,28.0,0.2,90.0
Antoine Semenyo,1,Bournemouth,1,0,13,3,1145,1120,1170,17.4,0.2,0.6,9.26,7.2,0.36,1.92,2.2,0.4,6.38,24.8,5.2,1.4,29.6,0.2,90.0
Antoine Semenyo,1,Bournemouth,4,1,14,3,1100,1110,1090,6.0,0.2,0.4,16.52,6.4,0.33,2.0,2.6,0.0,4.56,7.32,4.6,1.4,21.6,0.4,90.0
Antoine Semenyo,1,Bournemouth,3,1,15,3,1180,1140,1220,8.0,0.2,0.8,16.94,8.2,0.38,1.4,2.2,0.0,5.2,10.08,5.6,1.8,24.8,0.2,90.0
Antoine Semenyo,1,Bournemouth,6,0,16,3,1205,1150,1260,8.0,0.2,1.4,20.9,7.6,0.43,1.51,2.2,0.0,6.74,11.8,4.2,2.0,34.6,0.2,90.0
Antoine Semenyo,1,Bournemouth,10,1,17,3,1055,1010,1100,12.2,0.2,2.0,23.12,7.6,0.46,1.73,2.4,0.2,7.38,17.4,4.0,1.6,33.2,0.4,90.0
Antoine Semenyo,1,Bournemouth,9,0,18,3,1175,1110,1240,20.4,0.2,1.8,29.88,7.8,0.41,1.46,1.8,0.4,8.98,24.16,4.6,1.4,35.6,0.4,90.0
Antoine Semenyo,1,Bournemouth,5,0,19,3,1190,1160,1220,26.8,0.2,2.4,22.32,8.6,0.45,1.94,2.0,0.6,10.24,33.6,4.8,1.4,46.4,0.2,90.0
Antoine Semenyo,1,Bournemouth,1,1,20,5,1300,1340,1260,24.8,0.2,2.6,22.32,7.4,0.43,2.11,2.2,0.6,9.78,30.56,4.0,0.8,45.0,0.2,90.0
Antoine Semenyo,1,Bournemouth,6,1,21,3,1165,1130,1200,23.2,0.0,2.0,18.1,8.2,0.39,2.15,2.8,0.6,7.94,27.72,5.4,0.8,33.6,0.4,90.0
Antoine Semenyo,1,Man City,2,0,22,3,1205,1150,1260,22.4,0.0,2.0,14.6,8.2,0.39,1.74,2.4,0.6,7.46,27.04,5.4,0.8,33.0,0.4,90.0
Antoine Semenyo,1,Man City,8,1,23,3,1070,1050,1090,17.8,0.0,2.2,13.54,7.8,0.32,2.12,2.6,0.4,6.42,21.36,4.6,1.0,29.4,0.4,90.0
Antoine Semenyo,1,Man City,7,0,24,3,1175,1150,1200,15.0,0.2,2.4,11.2,7.2,0.22,1.51,1.8,0.4,5.1,18.28,4.0,0.8,21.6,0.4,90.0
Anton Stach,1,Leeds,1,0,4,3,1130,1140,1120,13.0,0.67,3.33,45.67,7.67,0.28,1.3,1.67,0.0,7.03,13.6,2.33,2.0,11.0,0.0,90.0
Anton Stach,1,Leeds,15,0,5,3,1085,1050,1120,10.25,0.5,3.0,38.25,7.0,0.26,1.18,1.5,0.0,6.1,11.3,2.25,1.75,11.5,0.25,90.0
Anton Stach,1,Leeds,2,1,6,3,1150,1100,1200,19.2,0.4,3.4,33.42,8.6,0.23,1.3,1.4,0.2,6.76,22.32,3.2,2.0,11.8,0.2,90.0
Anton Stach,1,Leeds,2,1,7,3,1165,1130,1200,16.4,0.2,2.0,23.76,7.4,0.12,1.36,1.8,0.2,4.94,18.08,3.4,2.0,7.4,0.2,90.0
Anton Stach,1,Leeds,2,0,8,3,1095,1090,1100,17.8,0.2,2.0,20.08,8.2,0.12,0.88,1.2,0.2,4.84,19.84,4.2,2.0,8.2,0.2,85.2
Anton Stach,1,Leeds,4,0,11,3,1130,1110,1150,17.8,0.0,1.8,13.76,7.6,0.12,0.88,1.6,0.2,4.04,18.32,4.2,1.6,8.2,0.2,81.6
Anton Stach,1,Leeds,4,1,12,3,1145,1150,1140,20.0,0.0,2.6,15.72,9.0,0.1,1.22,2.0,0.2,4.4,20.96,4.8,1.6,7.2,0.0,81.6
Anton Stach,1,Leeds,6,1,14,3,1180,1140,1220,11.4,0.0,1.6,13.24,6.2,0.12,0.88,1.8,0.0,2.72,7.92,3.6,1.0,6.0,0.0,68.0
Anton Stach,1,Leeds,12,1,15,4,1230,1170,1290,13.4,0.0,2.8,21.1,7.2,0.18,0.91,1.6,0.0,4.3,13.92,3.4,1.0,8.0,0.2,68.0
Anton Stach,1,Leeds,2,0,16,3,1175,1110,1240,20.0,0.0,3.0,26.52,7.4,0.22,1.19,1.8,0.2,5.82,20.84,3.6,0.8,11.0,0.2,72.8
Anton Stach,1,Leeds,8,1,17,3,1165,1150,1180,20.8,0.0,3.4,28.98,8.6,0.25,1.25,1.6,0.2,6.46,22.36,4.2,1.0,13.4,0.2,76.4
Anton Stach,1,Leeds,4,0,18,3,1145,1120,1170,25.4,0.0,2.8,38.64,8.4,0.36,1.05,1.2,0.4,8.24,29.52,4.4,1.2,14.2,0.2,76.4
Anton Stach,1,Leeds,5,0,19,4,1265,1210,1320,27.8,0.0,3.4,49.68,10.8,0.45,1.17,1.4,0.4,10.14,35.2,5.2,2.2,16.4,0.2,90.0
Anton Stach,1,Leeds,4,1,20,3,1135,1100,1170,25.6,0.2,2.8,42.76,10.8,0.43,1.37,1.2,0.4,8.94,30.36,5.8,2.2,16.2,0.0,90.0
Anton Stach,1,Leeds,2,0,21,3,1220,1180,1260,20.2,0.2,2.8,42.8,11.6,0.41,1.31,0.8,0.2,8.2,26.44,5.8,3.0,12.6,0.0,90.0
Anton Stach,1,Leeds,8,0,23,3,1130,1130,1130,21.2,0.2,2.2,49.84,11.2,0.43,1.4,1.0,0.2,8.86,27.88,5.6,3.4,10.6,0.0,87.8
Anton Stach,1,Leeds,2,1,24,5,1300,1340,1260,20.2,0.2,2.8,40.7,12.2,0.38,1.2,1.0,0.0,7.86,26.12,5.4,4.0,11.6,0.2,86.6
Antonee Robinson,0,Fulham,2,0,19,3,1205,1150,1260,25.33,0.67,6.67,32.43,10.67,0.3,1.32,0.67,0.0,6.87,28.93,5.0,4.0,7.33,0.0,90.0
Antonee Robinson,0,Fulham,1,1,20,4,1230,1170,1290,23.5,0.5,5.5,34.9,9.25,0.28,1.4,0.75,0.0,6.82,27.45,5.0,3.75,6.0,0.0,90.0
Antonee Robinson,0,Fulham,2,1,21,3,1180,1140,1220,20.2,0.4,5.2,30.72,8.6,0.23,1.39,1.0,0.0,6.06,25.16,6.2,3.4,4.8,0.0,90.0
Antonee Robinson,0,Fulham,2,0,22,3,1145,1100,1190,19.8,0.4,4.4,32.34,7.2,0.2,1.36,0.8,0.0,5.82,22.36,6.0,2.8,3.6,0.0,86.4
Antonee Robinson,0,Fulham,1,1,23,3,1150,1090,1210,15.6,0.2,3.8,26.66,7.0,0.18,1.53,1.0,0.0,5.0,20.68,5.6,3.2,2.8,0.0,86.4
Antonee Robinson,0,Fulham,1,0,24,3,1205,1150,1260,9.2,0.0,3.6,14.82,6.2,0.07,1.6,1.2,0.0,3.16,15.68,5.6,2.6,1.2,0.0,80.0
Archie Gray,1,Spurs,0,0,16,3,1130,1110,1150,10.33,0.67,3.33,2.63,8.33,0.03,0.5,0.67,0.0,1.1,5.8,4.0,1.0,2.33,0.33,73.0
Archie Gray,1,Spurs,2,1,17,4,1230,1170,1290,7.25,0.5,3.0,2.48,7.25,0.04,0.88,1.0,0.0,1.3,4.4,3.5,0.75,6.0,0.5,69.25
Archie Gray,1,Spurs,10,0,18,3,1205,1150,1260,8.2,0.4,4.0,4.18,8.0,0.03,0.83,1.2,0.0,1.54,5.92,3.4,0.6,5.2,0.4,69.4
Archie Gray,1,Spurs,3,0,19,3,1175,1110,1240,11.6,0.4,4.8,4.62,8.0,0.09,0.9,1.2,0.2,3.1,14.24,2.8,0.4,12.2,0.6,72.2
Archie Gray,1,Spurs,3,1,20,3,1100,1100,1100,11.4,0.6,4.4,5.26,7.4,0.14,1.0,0.8,0.2,3.46,15.56,2.6,0.4,13.8,0.6,78.4
Archie Gray,1,Spurs,0,1,22,3,1075,1050,1100,11.0,0.6,4.0,5.16,6.8,0.14,0.99,0.8,0.2,3.34,14.2,2.6,0.2,14.2,0.4,74.6
Archie Gray,1,Spurs,2,1,24,4,1250,1210,1290,12.4,0.6,3.8,7.06,7.6,0.13,0.87,0.6,0.2,3.34,15.56,3.2,0.6,10.8,0.4,72.0
Axel Tuanzebe,0,Burnley,3,1,10,5,1300,1340,1260,11.0,0.33,8.0,0.6,9.0,0.0,2.17,1.33,0.0,1.83,17.33,2.33,1.0,0.0,0.0,90.0
Axel Tuanzebe,0,Burnley,3,0,11,3,1075,1050,1100,13.25,0.25,10.75,0.78,11.5,0.0,2.24,1.5,0.0,2.33,22.05,2.25,0.75,0.0,0.0,90.0
Axel Tuanzebe,0,Burnley,1,1,12,3,1180,1140,1220,11.6,0.2,10.4,0.82,11.2,0.0,2.39,1.8,0.0,2.38,22.72,2.6,0.8,0.0,0.0,90.0
Axel Tuanzebe,0,Burnley,0,0,13,3,1175,1110,1240,11.6,0.2,10.6,0.72,11.2,0.0,2.46,1.8,0.0,2.42,23.32,2.8,0.6,0.0,0.0,90.0
Axel Tuanzebe,0,Burnley,1,1,16,3,1090,1080,1100,5.2,0.0,9.8,0.72,10.4,0.0,2.55,2.4,0.0,2.24,21.52,2.8,0.6,0.0,0.2,90.0
Axel Tuanzebe,0,Burnley,4,0,22,4,1265,1210,1320,5.2,0.0,8.2,1.36,9.4,0.02,2.49,2.6,0.0,2.1,19.56,3.4,1.2,0.0,0.2,87.2
Axel Tuanzebe,0,Burnley,7,1,23,3,1165,1130,1200,2.6,0.0,6.4,1.1,7.8,0.02,2.64,2.4,0.0,1.88,17.64,3.4,1.4,0.0,0.2,87.2
Axel Tuanzebe,0,Burnley,-2,0,24,3,1145,1120,1170,5.2,0.0,5.8,0.96,7.2,0.14,2.45,2.2,0.2,3.3,21.48,2.8,1.4,10.4,0.2,87.2
Ayden Heaven,0,Man Utd,3,0,17,3,1185,1170,1200,5.67,0.0,7.67,3.83,8.0,0.01,0.85,1.67,0.0,2.23,15.93,3.0,0.33,2.67,0.33,67.67
Ayden Heaven,0,Man Utd,8,1,18,3,1160,1170,1150,6.75,0.0,8.25,2.95,9.0,0.02,1.02,1.75,0.0,2.65,20.6,3.25,0.75,3.0,0.25,73.25
Ayden Heaven,0,Man Utd,2,1,19,3,1070,1050,1090,11.0,0.2,8.4,2.5,9.2,0.01,1.06,1.4,0.0,2.62,21.28,2.6,0.8,2.4,0.2,76.6
Ayden Heaven,0,Man Utd,4,0,20,3,1145,1100,1190,13.6,0.2,8.0,3.0,9.6,0.03,1.22,1.6,0.0,2.98,23.44,3.0,1.6,3.4,0.0,82.4
Ayden Heaven,0,Man Utd,0,0,21,3,1095,1090,1100,14.2,0.2,7.6,2.94,10.2,0.02,1.33,1.6,0.0,3.0,24.4,3.0,2.6,2.6,0.0,86.8
Bafodé Diakité,0,Bournemouth,5,1,5,3,1160,1170,1150,19.33,0.67,7.0,4.0,8.67,0.0,0.95,1.33,0.0,2.17,17.0,4.67,1.67,0.67,0.0,90.0
Bafodé Diakité,0,Bournemouth,3,0,6,3,1145,1100,1190,20.75,0.75,6.5,5.95,8.25,0.01,0.75,1.0,0.0,2.52,17.75,4.25,1.75,1.5,0.25,90.0
Bafodé Diakité,0,Bournemouth,2,1,7,3,1090,1080,1100,18.8,0.6,7.8,5.18,9.4,0.01,0.97,1.2,0.0,2.7,20.48,4.0,1.6,1.2,0.2,90.0
Bafodé Diakité,0,Bournemouth,3,0,8,3,1205,1150,1260,20.6,0.6,8.0,5.42,9.2,0.02,0.7,0.6,0.0,2.98,22.16,3.2,1.2,2.0,0.2,90.0
Bafodé Diakité,0,Bournemouth,1,0,10,4,1305,1230,1380,13.6,0.4,8.6,7.34,9.2,0.02,1.5,1.2,0.0,3.14,21.44,3.4,0.6,2.4,0.2,90.0
Bafodé Diakité,0,Bournemouth,0,1,12,3,1075,1050,1100,10.2,0.2,8.0,5.26,9.2,0.02,1.9,1.8,0.0,2.96,22.08,3.2,1.2,2.0,0.2,90.0
Bafodé Diakité,0,Bournemouth,1,0,13,3,1145,1120,1170,5.6,0.0,7.2,3.5,8.0,0.02,1.98,2.2,0.0,2.42,19.32,3.2,0.8,1.2,0.0,81.0
Bafodé Diakité,0,Bournemouth,4,1,14,3,1100,1110,1090,4.4,0.0,5.4,3.44,6.6,0.02,1.87,2.4,0.0,2.2,16.52,3.0,1.2,2.0,0.0,81.0
Bafodé Diakité,0,Bournemouth,6,1,15,3,1180,1140,1220,5.6,0.0,5.6,3.52,7.0,0.01,1.98,2.4,0.0,2.16,16.6,3.4,1.4,1.6,0.0,81.0
Bafodé Diakité,0,Bournemouth,0,0,16,3,1205,1150,1260,10.2,0.2,4.4,1.54,6.2,0.02,1.28,1.8,0.0,1.86,15.64,3.4,1.8,1.6,0.0,81.0
Bafodé Diakité,0,Bournemouth,2,1,17,3,1055,1010,1100,8.2,0.2,4.8,1.68,6.4,0.02,1.49,2.0,0.0,1.94,15.96,3.2,1.6,2.0,0.0,81.0
Bafodé Diakité,0,Bournemouth,0,0,18,3,1175,1110,1240,9.8,0.2,5.4,2.6,7.0,0.02,1.46,1.8,0.0,2.16,17.12,3.0,1.6,2.0,0.0,90.0
Bashir Humphreys,0,Burnley,4,0,22,4,1265,1210,1320,17.67,0.33,8.0,4.93,10.0,0.05,1.62,1.33,0.0,3.3,23.47,2.0,2.0,4.67,0.33,90.0
Bashir Humphreys,0,Burnley,1,1,23,3,1165,1130,1200,19.5,0.25,8.5,4.0,10.5,0.04,2.01,1.25,0.0,3.35,25.6,2.0,2.0,4.0,0.5,90.0
Bashir Humphreys,0,Burnley,3,0,24,3,1145,1120,1170,16.8,0.2,7.4,3.42,9.6,0.04,2.02,1.4,0.0,3.08,23.4,2.4,2.2,4.0,0.4,90.0
Benjamin White,0,Arsenal,1,1,16,3,1070,1050,1090,29.0,0.67,5.0,19.47,8.67,0.26,1.13,0.67,0.0,6.0,29.73,4.33,3.67,10.67,0.0,83.33
Benjamin White,0,Arsenal,6,0,22,3,1130,1110,1150,22.5,0.5,3.75,16.7,6.5,0.2,0.88,0.5,0.0,4.75,22.3,4.0,2.75,8.5,0.0,70.0
Benoît Badiashile Mukinayi,0,Chelsea,2,0,20,4,1305,1230,1380,6.33,0.0,4.33,1.8,5.33,0.01,0.91,1.33,0.0,1.27,10.8,2.0,1.0,0.0,0.0,63.0
Benoît Badiashile Mukinayi,0,Chelsea,4,0,23,3,1205,1150,1260,8.0,0.0,5.25,1.4,6.0,0.01,0.93,1.25,0.0,1.5,13.45,2.0,0.75,0.0,0.0,69.75
Benoît Badiashile Mukinayi,0,Chelsea,0,1,24,3,1075,1050,1100,8.8,0.0,6.4,1.3,7.6,0.01,1.1,1.2,0.0,1.72,15.28,2.4,1.2,0.4,0.0,73.8
Bernardo Mota Veiga de Carvalho e Silva,1,Man City,1,0,5,5,1375,1400,1350,16.33,0.67,1.0,33.67,7.0,0.37,0.95,0.33,0.0,5.3,14.73,4.0,2.0,4.67,0.0,74.33
Bernardo Mota Veiga de Carvalho e Silva,1,Man City,2,0,9,3,1185,1170,1200,14.75,0.5,1.75,28.32,8.0,0.28,0.95,0.5,0.0,4.68,14.5,4.5,1.75,4.0,0.25,78.25
Bernardo Mota Veiga de Carvalho e Silva,1,Man City,2,1,10,3,1150,1100,1200,14.2,0.4,1.8,25.62,7.6,0.25,0.87,0.6,0.0,4.18,12.28,4.4,1.4,4.0,0.2,74.6
Bernardo Mota Veiga de Carvalho e Silva,1,Man City,5,1,11,4,1230,1170,1290,11.0,0.2,1.8,14.08,7.2,0.17,0.94,0.8,0.0,2.64,9.2,4.4,1.0,3.2,0.2,79.4
Bernardo Mota Veiga de Carvalho e Silva,1,Man City,1,0,12,3,1220,1180,1260,13.0,0.4,1.6,17.74,7.4,0.17,0.87,0.6,0.0,3.34,12.92,5.0,0.8,2.8,0.4,83.2
Bernardo Mota Veiga de Carvalho e Silva,1,Man City,1,1,13,3,1095,1080,1110,11.8,0.2,2.2,14.22,7.2,0.06,1.03,1.0,0.0,2.78,11.24,4.0,1.0,2.4,0.6,81.0
Bernardo Mota Veiga de Carvalho e Silva,1,Man City,2,0,14,3,1130,1140,1120,10.8,0.2,1.6,15.92,5.6,0.09,1.12,1.2,0.0,2.84,9.2,3.2,0.8,3.4,0.6,80.6
